,MMM,ABT,ABBV,ABMD,ACN,ATVI,ADBE,AMD,AAP,AES,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,ADS,LNT,ALL,GOOGL,MO,AMZN,AMCR,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,ADI,ANSS,ANTM,AON,AOS,APA,AIV,AAPL,AMAT,APTV,ADM,ANET,AJG,AIZ,ATO,T,ADSK,ADP,AZO,AVB,AVY,BKR,BLL,BAC,BK,BAX,BDX,BRK-B,BBY,BIIB,BLK,BA,BKNG,BWA,BXP,BSX,BMY,AVGO,BR,BF-B,CHRW,COG,CDNS,CPB,COF,CPRI,CAH,KMX,CCL,CAT,CBOE,CBRE,CDW,CE,CNC,CNP,CERN,CF,SCHW,CHTR,CVX,CMG,CB,CHD,CI,XEC,CINF,CTAS,CSCO,C,CFG,CTXS,CLX,CME,CMS,KO,CTSH,CL,CMCSA,CMA,CAG,CXO,COP,ED,STZ,COO,CPRT,GLW,CTVA,COST,COTY,CCI,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DAL,XRAY,DVN,FANG,DLR,DFS,DISCA,DISH,DG,DLTR,D,DOV,DOW,DTE,DUK,DRE,DD,DXC,EMN,ETN,EBAY,ECL,EIX,EW,EA,EMR,ETR,EOG,EFX,EQIX,EQR,ESS,EL,EVRG,ES,RE,EXC,EXPE,EXPD,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FITB,FE,FRC,FISV,FLT,FLIR,FLS,FMC,F,FTNT,FTV,FBHS,FOXA,BEN,FCX,GPS,GRMN,IT,GD,GE,GIS,GM,GPC,GILD,GL,GPN,GS,GWW,HRB,HAL,HBI,HOG,HIG,HAS,HCA,PEAK,HP,HSIC,HSY,HES,HPE,HLT,HFC,HOLX,HD,HON,HRL,HST,HPQ,HUM,HBAN,HII,IEX,IDXX,INFO,ITW,ILMN,IR,INTC,ICE,IBM,INCY,IP,IPG,IFF,INTU,ISRG,IVZ,IPGP,IQV,IRM,JKHY,J,JBHT,SJM,JNJ,JCI,JPM,JNPR,KSU,K,KEY,KEYS,KMB,KIM,KMI,KLAC,KSS,KHC,KR,LB,LHX,LH,LRCX,LW,LVS,LEG,LDOS,LEN,LLY,LNC,LIN,LYV,LKQ,LMT,L,LOW,LYB,MTB,M,MRO,MPC,MKTX,MAR,MMC,MLM,MAS,MA,MKC,MXIM,MCD,MCK,MDT,MRK,MET,MTD,MGM,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MNST,MCO,MS,MOS,MSI,MSCI,MYL,NDAQ,NOV,NTAP,NFLX,NWL,NEM,NWSA,NEE,NLSN,NKE,NI,JWN,NSC,NTRS,NOC,NLOK,NCLH,NRG,NUE,NVDA,NVR,ORLY,OXY,ODFL,OMC,OKE,ORCL,PCAR,PKG,PH,PAYX,PAYC,PYPL,PNR,PBCT,PEP,PKI,PRGO,PFE,PM,PSX,PNW,PXD,PNC,PPG,PPL,PFG,PG,PGR,PLD,PRU,PEG,PSA,PHM,PVH,QRVO,PWR,QCOM,DGX,RL,RJF,O,REG,REGN,RF,RSG,RMD,RHI,ROK,ROL,ROP,ROST,RCL,SPGI,CRM,SBAC,SLB,STX,SEE,SRE,NOW,SHW,SPG,SWKS,SLG,SNA,SO,LUV,SWK,SBUX,STT,STE,SYK,SIVB,SYF,SNPS,SYY,TMUS,TROW,TTWO,TPR,TGT,TEL,FTI,TFX,TXN,TXT,TMO,TIF,TJX,TSCO,TDG,TRV,TFC,TWTR,TSN,UDR,ULTA,USB,UAA,UNP,UAL,UNH,UPS,URI,UHS,UNM,VFC,VLO,VAR,VTR,VRSN,VRSK,VZ,VRTX,V,VNO,VMC,WRB,WAB,WMT,WBA,DIS,WM,WAT,WEC,WFC,WELL,WDC,WU,WRK,WY,WHR,WMB,WLTW,WYNN,XEL,XRX,XLNX,XYL,YUM,ZBRA,ZBH,ZION,ZTS,^GSPC,mean,GSPC
2020-06-02,0.59481,-0.11408,-0.14606,0.84104,0.71033,0.41438,0.2613,-0.31085,0.28536,0.25829,0.68105,0.87464,0.44987,0.57978,0.70075,0.63295,0.52784,0.60341,0.6478,0.35575,0.60358,0.81475,0.63243,0.24374,0.60412,0.15393,0.80127,0.69632,0.35002,0.80701,0.70843,0.5124,0.89054,0.87098,0.741,0.8575,0.63021,-0.41849,0.76275,0.75497,0.72214,0.45781,-0.41778,0.65833,0.58754,0.57815,-0.02748,-0.08426,0.7854,0.6706,0.29647,0.63353,0.14769,0.80294,0.2981,0.869,0.70571,-0.63679,0.38988,0.68173,0.73488,0.72456,0.49919,0.69938,0.79772,0.30966,0.29921,0.36796,0.04106,0.65592,0.5742,0.08944,0.8149,0.84863,0.35184,-0.00233,0.78248,0.7921,-0.36148,0.32603,0.63494,0.74212,0.86749,0.7405,0.67849,0.67372,0.80983,0.65067,0.58113,0.07483,0.70486,0.59881,0.19721,-0.04151,0.55537,0.81538,0.7975,0.74172,0.70472,0.79089,0.81662,-0.02262,0.73287,0.58747,0.62321,0.42048,0.29357,0.49385,0.77998,0.64091,0.13351,0.55973,-0.41524,0.8505,0.17401,-0.34845,0.54814,0.75951,0.55256,0.47233,0.82883,0.7077,0.70621,-0.2747,0.3293,-0.33614,0.72408,0.71343,-0.35441,0.76967,0.91998,0.40602,0.24242,0.71305,-0.58927,0.41499,-0.23235,0.16482,0.15534,0.5587,0.64487,0.67397,0.74513,-0.2596,0.86988,0.27698,0.80529,0.84802,0.88284,0.83544,0.67036,0.80401,0.77553,0.76814,0.8123,0.76361,0.35058,0.64794,0.28611,0.57301,0.63841,0.81277,0.23816,0.4291,0.33957,0.55995,0.83738,0.92946,0.62711,0.43248,0.57876,0.85662,0.71528,0.91564,0.28877,0.54738,0.73465,0.76481,0.89517,0.8295,0.7069,0.23552,0.47744,0.89136,0.48624,0.22179,0.56943,0.46881,0.37211,0.60676,0.3954,0.60818,0.54349,0.8169,0.30778,0.73219,0.7253,-0.61049,0.38717,0.74518,0.75807,0.82916,0.81981,0.8,0.58087,0.68842,0.74188,0.47209,0.52161,-0.72639,0.70498,0.59318,0.78185,0.61196,-0.09154,0.67914,0.50631,0.33992,0.71082,0.22552,-0.16309,0.75543,0.84309,0.72319,0.65444,0.86833,0.61924,0.61278,0.62687,-0.10239,0.65874,0.36562,0.83619,0.57274,-0.40925,-0.08072,0.53961,-0.18402,0.27377,0.70117,0.71013,-0.19048,0.13021,-0.03641,-0.22277,0.53294,0.51466,0.15348,0.4474,0.32075,0.29375,-0.17567,0.1336,0.46611,0.69053,0.61932,0.81728,0.37347,0.67945,0.06447,0.77411,0.39082,0.66018,0.42237,0.50124,-0.40417,0.84373,0.28229,0.28391,0.47126,0.81751,0.50938,-0.09435,0.64227,0.69451,0.46834,0.10845,0.28095,0.64326,-0.20974,0.5002,-0.3976,0.3761,0.42153,-0.67103,0.49933,0.29423,0.76176,0.63859,0.61375,0.23317,0.71871,0.75174,0.76516,0.09976,0.62929,0.53678,0.8224,0.85602,0.637,0.6694,0.73495,0.51104,0.34357,0.40379,0.42179,-0.16229,0.845,-0.31065,0.66726,0.35308,0.86548,0.49887,0.44607,-0.39718,0.18432,0.48968,0.53016,0.70567,0.64591,0.4942,0.87517,0.72679,0.49694,0.46741,-0.15288,0.75354,0.61734,0.34303,-0.45732,0.19708,0.50351,-0.34928,0.43587,0.84195,0.84905,0.50528,0.87532,0.39268,0.664,0.54606,-0.694,-0.5543,0.78126,0.12662,0.57251,-0.14809,0.08373,0.55197,0.68735,-0.10278,0.38085,0.76701,-0.33425,-0.28585,0.6348,0.60946,0.61725,0.72062,0.69972,-0.14486,0.3102,0.42058,0.647,0.62324,-0.84135,0.36962,0.77778,0.67103,0.66276,0.39924,0.82278,0.89209,0.41046,0.84177,0.71603,0.84345,-0.22566,0.77322,0.89344,-0.08869,0.34473,0.77556,0.84966,0.73899,0.87302,0.29718,0.76897,0.79346,0.79913,0.9094,0.66429,0.72112,-0.18033,0.75823,0.28358,0.8714,0.78355,0.40067,0.82424,0.61508,-0.49939,0.87565,0.41616,0.10461,0.27542,0.79061,0.26016,0.28747,0.76193,0.76145,0.89734,0.08726,0.77686,0.84082,0.4778,-0.45191,0.54673,0.28308,0.53696,-0.32645,0.84324,0.74191,0.38998,0.38806,0.51666,-0.51705,0.16581,-0.40398,0.83244,0.78499,0.60751,0.79717,0.70894,0.33565,-0.96009,0.10921,0.77117,0.58352,0.78707,0.33166,-0.02647,0.48188,0.34928,0.04791,0.53126,0.65346,0.22898,0.55256,0.47723,0.0019,0.61971,-0.5059,0.28538,0.361,0.51564,0.10903,0.62776,0.61554,0.70074,0.446,0.30348,0.55002,0.8497,0.20348,0.61655,0.70307,-0.26608,0.77437,0.08165,0.67218,0.56312,0.92813,0.68234,0.86702,-0.0657,0.98136,0.19844,0.70302,0.56269,0.33489,-0.47968,0.04131,0.88522,0.50503,0.45896,0.3132,0.76656,0.62179,0.27034,0.33994,0.80574,0.60354,0.46222,3071.55647
2020-06-03,0.82049,-0.59623,-0.16131,0.9085,0.72954,-0.72703,0.2152,-0.34409,0.63141,0.8915,0.86731,0.79162,0.74543,-0.17482,0.89415,0.678,0.53593,-0.05226,0.77171,0.80345,0.89662,0.90355,0.77438,0.25649,0.77965,0.17494,0.86759,0.8467,0.62287,0.80353,0.9284,0.89091,0.89167,0.91028,0.91642,0.92317,0.84886,-0.67886,0.9252,0.9558,0.60453,0.2707,0.52208,0.89269,0.71332,0.887,0.14984,0.77934,0.92963,0.87315,0.205,0.8977,0.81713,0.88592,0.82494,0.91098,0.87295,0.39153,0.69141,0.88985,0.86279,0.88324,0.85994,0.86741,0.68415,-0.11368,0.83778,0.85281,0.12749,0.70525,0.9023,0.76842,0.86928,0.92552,0.33034,0.05899,0.94085,0.81625,-0.02305,0.83758,0.73941,0.74021,-0.59675,0.88739,0.80447,0.84625,0.88546,0.5487,0.84724,0.37852,0.94087,0.75175,0.87978,0.10255,0.82324,0.80915,0.90733,0.92494,0.58068,0.89698,0.64113,0.86044,0.29248,0.73743,0.80236,0.86875,0.92397,0.63207,0.91027,0.89029,-0.52788,0.50402,0.79131,0.88421,0.7482,0.68312,-0.21807,0.87639,0.84008,-0.51226,0.94397,0.7856,0.77582,0.16334,0.66475,0.00966,0.9455,0.86358,-0.34818,0.89025,0.86961,0.90017,0.79099,0.76765,0.35018,0.74706,0.88407,0.0378,0.83127,0.82822,0.76155,0.77437,0.86209,-0.50859,0.95197,0.60663,0.88276,0.09042,0.26071,0.80093,0.92069,0.9092,0.89724,0.84524,0.89716,0.92842,0.93973,0.82157,0.86766,0.66603,0.8696,0.85644,0.18628,-0.69791,0.7934,0.7615,0.87502,0.97032,-0.58982,0.65895,0.7935,0.8148,0.67979,0.90977,0.93327,0.82309,0.92459,0.88325,0.91684,0.91892,0.5711,0.05612,0.79402,0.94379,0.81033,0.29069,0.86296,0.57741,0.84266,0.57121,0.77379,0.79421,0.86345,0.9058,0.72706,0.5738,0.9246,0.57726,0.84442,0.9162,0.88823,0.94731,0.94701,0.94323,0.89203,0.85917,-0.31371,0.88246,0.88629,-0.08099,0.82199,0.85447,0.89304,0.72897,0.69124,0.83896,0.93575,0.7877,0.90808,0.81688,-0.03228,0.9091,0.90066,0.74846,0.00513,0.86025,0.88326,0.8488,0.88307,0.58066,0.527,0.83638,-0.55173,0.71336,0.92413,-0.63532,0.88129,0.58845,0.88447,0.64985,0.89723,0.8026,-0.12171,0.82614,0.09571,0.56899,0.82421,-0.39923,0.85131,0.80717,0.88851,0.11468,0.0472,0.88715,0.75157,0.7559,0.93896,-0.19528,0.84731,0.07499,0.64104,0.59348,0.8809,0.888,0.62582,0.54829,0.57548,0.78958,0.59118,0.55952,0.95197,0.75307,0.80551,0.86658,0.76215,0.36488,0.83602,0.80076,0.65982,0.80772,0.81664,0.81471,0.9255,0.79674,0.7169,0.28405,0.81099,0.91039,0.88067,0.87605,0.82867,0.84501,0.68719,0.88272,0.84562,0.93799,0.66198,0.89579,0.7045,0.80406,0.86449,0.88508,0.86403,0.51312,-0.26775,0.88643,0.7966,0.83591,-0.0821,0.8826,0.84274,0.9039,0.90688,0.96904,0.78416,0.3179,0.87262,0.86374,0.90503,0.54197,0.50128,0.90537,0.8951,0.85981,0.91229,-0.80583,0.71855,0.5445,0.76035,0.68567,-0.11377,0.92041,-0.91901,0.84653,0.83198,0.94151,0.86157,0.93369,0.89517,0.93227,0.87351,0.15662,-0.66816,0.6102,0.42516,0.82246,-0.2342,0.80745,0.48721,0.85002,-0.43059,0.74486,0.8202,0.06364,0.51805,0.87201,0.91571,0.85084,0.65182,0.48321,0.66316,0.79179,0.54996,0.76588,0.7135,-0.52824,0.50902,0.90035,0.77342,0.8811,0.86479,0.92811,0.92761,0.88969,0.84088,0.57671,0.89516,0.80892,0.79027,0.87643,0.68727,0.88336,0.9134,0.87807,0.77766,0.62069,0.89452,0.92701,0.92554,0.94128,0.68059,0.87264,0.84773,0.24543,0.90291,0.6758,0.93929,0.87186,0.71893,0.69459,0.82724,-0.27497,0.65251,0.80405,0.61877,0.736,0.83313,0.09743,0.59833,0.93949,0.90884,0.9473,0.86716,0.8632,0.90401,0.93989,0.56252,0.86863,-0.08203,0.73865,0.58525,0.94139,0.66,0.80617,0.74999,0.85168,-0.86239,0.85591,0.20964,0.91932,0.92966,0.62444,0.95637,0.91961,-0.09054,-0.97461,0.68129,0.50924,0.92436,0.89228,0.81295,0.85373,-0.62765,0.81736,0.76865,0.86937,0.89491,0.84051,0.8629,0.40889,0.66272,0.85081,-0.03389,0.79716,0.903,0.83564,0.66767,0.93043,-0.20244,0.6543,0.79097,-0.24201,0.59183,0.92524,0.90502,0.82489,0.83531,-0.31437,0.76745,0.69844,0.91021,0.42613,0.87971,0.8904,0.94361,0.7204,0.93916,0.69423,0.84301,0.7928,0.49159,0.40128,0.85086,0.89919,0.82914,0.83211,0.82449,0.9244,0.75546,0.66276,0.83742,0.85211,0.828,0.65588,3115.86932
2020-06-04,0.74039,-0.89487,0.71291,0.72827,-0.04935,-0.8209,-0.19559,-0.38995,0.35241,0.81477,0.83937,0.6021,-0.04991,-0.67214,0.93937,0.27933,-0.73901,-0.58395,0.19798,0.8021,0.80867,0.36184,0.73879,-0.50114,0.71999,-0.06098,0.62156,-0.37026,0.97208,-0.52871,0.88616,0.91191,-0.07347,0.63305,0.7924,0.7976,0.41187,-0.55054,0.79979,0.91288,-0.33406,-0.76994,0.0697,0.87957,0.72066,0.82752,-0.2124,0.73878,0.82211,0.82654,-0.10662,0.76591,0.78484,0.483,0.78589,0.81213,0.64776,-0.33036,-0.01678,0.72452,0.5021,0.89679,0.86868,0.86446,-0.45505,0.03952,0.76573,-0.0507,-0.12561,0.11633,0.95325,0.65572,0.65087,0.89765,-0.06444,0.23037,0.86392,0.46975,-0.52196,0.15804,0.10325,0.003,-0.81843,0.8709,0.87044,0.69247,0.67248,0.7698,0.7506,-0.54992,0.91037,0.71124,0.70465,-0.66367,-0.2884,-0.43242,0.74079,0.94906,-0.19581,0.72141,-0.19899,0.93298,-0.54477,0.4245,0.64066,0.7502,0.86317,0.4714,0.9081,0.90906,-0.64791,-0.12713,0.67239,-0.19371,0.63029,0.67362,-0.86367,0.63024,0.90534,-0.82225,0.90935,0.56906,-0.01896,0.19519,-0.1632,0.01754,0.83642,0.91091,0.57589,0.91719,-0.68098,0.72873,0.35816,0.21053,-0.79631,0.51928,0.89407,0.39135,0.79963,0.95791,0.41922,0.69173,0.78201,-0.84176,0.90394,0.67325,0.88554,-0.8177,-0.73506,-0.37796,0.77289,0.84703,0.36831,0.52428,0.55632,0.86405,0.8624,0.71145,0.89484,0.9557,0.80238,0.09238,-0.81777,-0.82621,0.59773,-0.59275,0.71213,0.95752,-0.9077,0.35184,0.28538,0.28379,0.14719,0.33465,0.8959,0.22701,0.88077,0.6203,0.70227,0.83467,-0.32292,-0.48032,0.64504,0.89561,0.46574,-0.67751,0.90301,0.02124,0.88313,-0.37287,0.58566,0.58868,0.82857,-0.07474,0.87825,-0.34056,0.87765,0.44016,0.74311,0.89519,0.7235,0.88724,0.72947,0.85938,0.88034,0.87258,-0.89106,0.77427,0.8475,0.88842,0.69529,0.44866,0.86489,0.16473,0.76677,0.68555,0.88081,0.52772,0.91145,0.75146,-0.58884,0.88059,0.9318,0.37723,-0.68544,0.75102,0.85297,0.7129,0.86303,-0.43444,-0.24469,0.80414,-0.5868,0.75563,0.78452,-0.83241,0.91413,0.52861,0.63595,-0.26669,0.56064,0.71933,-0.24524,0.82288,0.34321,-0.43948,0.64036,-0.85504,0.8386,0.78432,0.6427,-0.58893,-0.67304,0.88427,0.28973,0.15541,0.93578,-0.55716,0.64198,-0.21589,-0.89434,-0.3657,0.89255,0.88184,0.6257,0.50376,-0.65529,0.90572,-0.79581,-0.82079,0.93583,0.69765,0.77674,0.86711,0.36594,0.44403,0.49175,0.72611,0.40217,0.80755,0.77972,0.85362,0.89453,0.60562,-0.10884,-0.2024,0.83442,0.81343,0.78163,0.8531,0.8091,0.77517,-0.66077,0.87082,0.89146,0.93193,0.72927,0.64149,-0.56957,0.87127,0.49033,0.72871,0.36544,-0.34301,-0.84405,0.69144,0.76217,0.04247,-0.35989,0.66757,0.84853,0.76568,0.93788,0.92131,0.90173,-0.23311,0.36326,0.87231,0.91683,-0.43477,-0.53168,0.4185,0.90193,0.81781,0.90447,-0.88458,0.50008,-0.49189,0.81152,0.5404,-0.45192,0.94427,-0.81364,0.78811,-0.49606,0.88236,0.33266,0.39454,0.93603,0.85898,0.90928,0.58236,-0.09969,0.83787,-0.48785,0.68612,-0.32927,0.70918,-0.51287,0.66835,-0.5788,0.69155,0.69712,-0.44333,0.5623,0.84329,0.86039,0.55937,-0.07568,-0.06831,0.66579,0.84119,-0.66957,0.37754,-0.16864,-0.50716,0.51392,0.74166,-0.19917,0.87324,0.82754,0.79445,0.85315,0.91797,-0.67207,-0.12241,-0.25178,0.78911,-0.18109,-0.70076,0.11929,0.87025,0.81818,0.73813,0.68484,-0.09165,0.83184,0.91473,0.85979,0.91204,0.20886,0.87066,0.29848,0.10944,0.8674,0.54019,0.81989,0.6959,0.39041,0.60936,0.26712,-0.53224,-0.86325,0.84907,0.73668,0.58888,-0.1437,-0.73825,-0.83165,0.94009,0.83652,0.90479,0.84023,0.23078,0.94287,0.9223,0.23531,0.91385,-0.70281,0.07776,0.65929,0.8998,0.10717,0.49576,0.20171,0.64606,-0.89974,0.86343,0.03487,0.74875,0.7753,0.27392,0.90555,0.94108,-0.50013,-0.95411,0.35835,0.10926,0.9388,0.88362,0.87336,0.63004,0.73395,0.60629,0.57718,0.89088,0.86952,0.64185,0.96014,-0.75803,0.26043,0.79422,-0.58112,0.82309,0.87426,0.70288,0.39383,0.90092,-0.78337,-0.83604,0.79194,-0.49701,-0.47282,0.80318,0.91755,0.72881,0.86884,-0.59134,0.5568,0.78256,0.42634,0.16868,0.03358,0.91099,0.88571,0.62989,0.89427,0.74398,0.67146,0.77415,0.34129,0.0666,0.89713,-0.31958,0.48292,0.71874,0.6362,0.86163,-0.31727,0.2265,0.90229,0.21607,0.53588,0.37654,3110.87619
2020-06-05,0.92039,-0.8273,0.91398,0.89157,0.63679,-0.86945,0.06838,-0.23635,0.85914,0.94046,0.95971,0.56007,0.54948,-0.86724,0.94922,0.84786,0.84631,0.04454,0.84121,0.96701,0.94962,0.6524,0.94324,-0.08181,0.92555,-0.15647,0.90013,0.57358,0.9858,0.07948,0.95148,0.96682,0.5298,0.71816,0.92716,0.76061,0.86248,0.04706,0.94342,0.94439,0.30936,-0.28568,0.78059,0.9333,0.97286,0.95339,0.307,0.90804,0.91889,0.94673,0.63783,0.94136,0.94074,0.76985,0.95139,0.85825,0.94107,0.48416,0.94751,0.90971,0.83437,0.70627,0.96627,0.96297,-0.12708,0.03291,0.94632,0.70518,0.45071,0.76774,0.97517,0.92257,0.95072,0.96731,0.76591,0.64621,0.94867,0.85247,0.71244,0.50238,0.40792,-0.30367,-0.89085,0.94993,0.95023,0.8299,0.84228,0.97007,0.95706,-0.89106,0.9679,0.95304,0.89618,-0.10528,0.57792,0.33213,0.88587,0.97273,-0.71438,0.93033,0.3296,0.97488,-0.80977,0.88606,0.95779,0.94778,0.95666,0.79441,0.97209,0.96543,-0.63763,-0.90033,0.941,0.31227,0.88358,0.92757,-0.19757,0.90865,0.97016,-0.80971,0.96347,0.94622,0.43074,0.86224,-0.16216,0.55545,0.95533,0.93893,0.29395,0.89465,-0.65201,0.86603,0.85265,0.87477,-0.12624,0.80868,0.87793,0.95068,0.94933,0.97411,0.88106,0.95771,0.94403,0.04993,0.95831,0.95319,0.94523,-0.91999,-0.57933,-0.16504,0.93917,0.93981,0.9153,0.78157,0.8394,0.93037,0.90106,0.93106,0.96804,0.72265,0.92256,0.59457,-0.3351,-0.73079,0.94641,0.67562,0.94359,0.92806,-0.88124,0.95296,0.93316,0.57321,0.42353,0.61683,0.96482,0.8139,0.92169,0.47838,0.88277,0.96667,0.2349,-0.11703,0.74822,0.96095,0.78217,0.77713,0.95783,0.37247,0.94401,0.54649,0.96179,0.47659,0.95894,0.8489,0.97834,-0.37639,0.95983,0.91361,0.83893,0.96605,0.94035,0.84397,0.88977,0.92379,0.95034,0.94611,-0.80121,0.91465,0.95425,0.86045,0.94731,0.81174,0.92323,0.71811,0.89852,0.94266,0.949,0.89351,0.97016,0.92059,0.81544,0.95252,0.97269,0.83329,-0.01541,0.95104,0.96581,0.87132,0.9581,-0.27744,0.6458,0.94974,-0.24751,0.95452,0.93738,-0.5959,0.9674,0.82677,0.80361,-0.43266,0.88169,0.91371,-0.24567,0.95622,0.75481,0.04997,0.90147,-0.8802,0.93763,0.93775,0.82997,-0.41685,0.57955,0.96526,0.87089,0.12567,0.95635,-0.02513,0.85917,0.70529,-0.90503,0.34094,0.96466,0.96591,0.78183,0.91148,-0.02202,0.97702,0.26908,-0.69555,0.96768,0.91627,0.88147,0.9636,0.86331,-0.17645,0.81822,0.89343,0.45464,0.9261,0.94778,0.90245,0.96307,0.63081,0.65701,-0.48608,0.97098,0.94699,0.90847,0.86568,0.8917,0.96281,-0.3912,0.92727,0.96554,0.96425,0.97053,0.94942,-0.76178,0.95512,0.87195,0.94111,0.69896,0.71614,-0.86437,0.81639,0.92425,0.59413,0.87556,0.77978,0.96337,0.88603,0.9257,0.92541,0.95811,0.27072,0.90167,0.89415,0.93382,0.26787,-0.24213,0.67646,0.95453,0.82524,0.95166,0.0507,0.80506,0.02913,0.95023,0.89189,-0.52862,0.96699,-0.92451,0.82767,-0.3633,0.92559,0.52609,0.81051,0.9656,0.90812,0.95858,0.82496,0.24691,0.96865,0.56195,0.88686,0.08265,0.75212,0.237,0.97763,0.47121,0.95348,0.94633,0.34478,0.89341,0.89681,0.85855,0.96487,0.87228,-0.45262,0.90656,0.96185,-0.04543,0.58419,0.49278,-0.13861,0.83803,0.92998,0.70163,0.95839,0.95166,0.8941,0.8415,0.96915,0.00944,0.84614,0.60662,0.9579,0.7983,0.21806,0.77493,0.95909,0.85891,0.88815,0.86445,-0.47296,0.9466,0.96021,0.94201,0.95159,-0.47503,0.95472,0.90049,0.2199,0.94387,0.86861,-0.18261,0.80977,0.83791,0.96335,0.66996,-0.46128,-0.85308,0.9657,0.84061,0.90463,0.81951,-0.42027,-0.66025,0.97785,0.94695,0.95628,0.9575,0.7092,0.9338,0.96586,0.84742,0.95876,0.0464,0.86098,0.94132,0.9641,-0.07158,0.92288,0.4912,0.84873,-0.83187,0.94463,0.09981,0.89875,0.94405,0.76022,0.94508,0.97118,0.37156,0.89044,0.87426,-0.08963,0.96167,0.95873,0.96088,0.78132,0.92105,0.95348,0.68573,0.9714,0.948,0.93512,0.97999,0.72314,0.72103,0.9474,0.74673,0.95826,0.96249,0.93128,0.72768,0.95236,-0.73776,-0.85134,0.87989,-0.72502,0.70919,0.94331,0.93925,0.94167,0.95143,-0.69785,0.90544,0.84778,0.89849,0.69372,0.35271,0.96968,0.95154,0.90902,0.94801,0.93336,0.92093,0.88785,0.80282,0.73685,0.93732,-0.13041,0.88655,0.7079,0.90513,0.92039,0.79743,0.90211,0.96469,0.14898,0.90265,0.63262,3187.03537
